model,model_id,model_slug,provider,reasoning_mode,task_id,sample_idx,status,finish_reason,family,source_collection,task_form,core_function,benchmark_split,input_tokens,output_tokens,reasoning_tokens,total_tokens,api_elapsed_s,task_elapsed_s,api_call_count,generated_at,meta_path,result:results-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508:evas
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_analog_limiter_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:00.339129+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_analog_limiter_bugfix/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_analog_limiter_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:10.888949+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_analog_limiter_dut/sample_0/generation_meta.json,FAIL_TB_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_analog_limiter_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:00.343057+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_analog_limiter_e2e/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_analog_limiter_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:11.633840+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_analog_limiter_tb/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_binary_dac_4b_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:00.340130+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_binary_dac_4b_bugfix/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_binary_dac_4b_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:00.340212+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_binary_dac_4b_dut/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_binary_dac_4b_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:00.344900+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_binary_dac_4b_e2e/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_binary_dac_4b_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:00.342882+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_binary_dac_4b_tb/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_clock_divider_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:00.353735+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_clock_divider_bugfix/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_clock_divider_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:00.353118+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_clock_divider_dut/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_clock_divider_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:00.357341+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_clock_divider_e2e/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_clock_divider_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:00.356773+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_clock_divider_tb/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_dwa_pointer_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:54.690153+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_dwa_pointer_bugfix/sample_0/generation_meta.json,FAIL_DUT_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_dwa_pointer_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:56:52.362945+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_dwa_pointer_dut/sample_0/generation_meta.json,FAIL_DUT_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_dwa_pointer_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:00.382002+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_dwa_pointer_e2e/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_dwa_pointer_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:36.957793+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_dwa_pointer_tb/sample_0/generation_meta.json,FAIL_TB_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_flash_adc_3b_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:00.370325+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_flash_adc_3b_bugfix/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_flash_adc_3b_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:00.372121+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_flash_adc_3b_dut/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_flash_adc_3b_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:00.391887+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_flash_adc_3b_e2e/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_flash_adc_3b_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:00.391727+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_flash_adc_3b_tb/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_hysteresis_comparator_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:15.913419+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_hysteresis_comparator_bugfix/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_hysteresis_comparator_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:14.435047+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_hysteresis_comparator_dut/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_hysteresis_comparator_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:17.442678+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_hysteresis_comparator_e2e/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_hysteresis_comparator_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:20.711398+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_hysteresis_comparator_tb/sample_0/generation_meta.json,FAIL_TB_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_pfd_updn_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:11.637501+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_pfd_updn_bugfix/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_pfd_updn_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:11.640539+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_pfd_updn_dut/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_pfd_updn_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:11.644480+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_pfd_updn_e2e/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_pfd_updn_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:11.647556+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_pfd_updn_tb/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_prbs7_lfsr_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:11.650388+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_prbs7_lfsr_bugfix/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_prbs7_lfsr_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:11.653184+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_prbs7_lfsr_dut/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_prbs7_lfsr_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:29.890788+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_prbs7_lfsr_e2e/sample_0/generation_meta.json,FAIL_TB_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_prbs7_lfsr_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:23.015111+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_prbs7_lfsr_tb/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_pulse_stretcher_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:30.500921+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_pulse_stretcher_bugfix/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_pulse_stretcher_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:27.169918+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_pulse_stretcher_dut/sample_0/generation_meta.json,FAIL_TB_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_pulse_stretcher_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:29.551628+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_pulse_stretcher_e2e/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_pulse_stretcher_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:36.917306+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_pulse_stretcher_tb/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_sample_hold_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:27.173745+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_sample_hold_bugfix/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_sample_hold_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:27.177514+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_sample_hold_dut/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_sample_hold_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:27.181697+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_sample_hold_e2e/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_sample_hold_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:38.027667+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_sample_hold_tb/sample_0/generation_meta.json,FAIL_TB_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_threshold_detector_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:29.554909+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_threshold_detector_bugfix/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_threshold_detector_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:29.557935+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_threshold_detector_dut/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_threshold_detector_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:29.561854+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_threshold_detector_e2e/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_threshold_detector_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:36.559970+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_threshold_detector_tb/sample_0/generation_meta.json,FAIL_TB_COMPILE
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_window_detector_bugfix,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:29.896643+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_window_detector_bugfix/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_window_detector_dut,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:41.148980+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_window_detector_dut/sample_0/generation_meta.json,PASS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_window_detector_e2e,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:44.023965+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_window_detector_e2e/sample_0/generation_meta.json,FAIL_SIM_CORRECTNESS
mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,,,bpack_window_detector_tb,0,,,,,,,,0,0,0,0,0.0,0.0,0,2026-05-08T02:55:43.985670+00:00,/Users/bucketsran/Documents/TsingProject/vaEvas/behavioral-veriloga-eval/generated-bpack48__mimo-v25-pro__strict-evas__compile-skill-prompt-mt8192__20260508/mimo-v2.5-pro/bpack_window_detector_tb/sample_0/generation_meta.json,FAIL_TB_COMPILE
