task_id,base,form,family,category_hint,exact_current_task,current_task_path,candidate_current_tasks,evas_status,spectre_status,evas_weighted_total,spectre_weighted_total,evas_staged_files,spectre_staged_files,evas_staged_source_files,spectre_staged_source_files,staged_source_hash_match,evas_staged_dir,spectre_staged_dir,materialization_state,missing_source_pieces,asset_type,benchmark_split,release_form,provenance_status,source_main120_id,badcase_origin,counts_model_capability,counts_benchmark_coverage,counts_bugfix_claim,promotion_blockers
vbm1_settling_time_measurement_tb_e2e,settling_time_measurement_tb,e2e,end-to-end,measurement,no,,,PASS,PASS,1.0,1.0,settling_time_measurement_tb.va;tb_settling_time_measurement_tb_ref.scs,settling_time_measurement_tb.va;tb_settling_time_measurement_tb_ref.scs,settling_time_measurement_tb.va;tb_settling_time_measurement_tb_ref.scs,settling_time_measurement_tb.va;tb_settling_time_measurement_tb_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_settling_time_measurement_tb_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_settling_time_measurement_tb_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_settling_time_measurement_tb_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_settling_time_measurement_tb_tb,settling_time_measurement_tb,tb,tb-generation,measurement,no,,,PASS,PASS,1.0,1.0,settling_time_measurement_tb.va;tb_settling_time_measurement_tb_ref.scs,settling_time_measurement_tb.va;tb_settling_time_measurement_tb_ref.scs,settling_time_measurement_tb.va;tb_settling_time_measurement_tb_ref.scs,settling_time_measurement_tb.va;tb_settling_time_measurement_tb_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_settling_time_measurement_tb_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_settling_time_measurement_tb_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_settling_time_measurement_tb_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_slew_rate_limiter_bugfix,slew_rate_limiter,bugfix,bugfix,signal-source,no,,,PASS,PASS,1.0,1.0,slew_rate_limiter.va;tb_slew_rate_limiter_ref.scs,slew_rate_limiter.va;tb_slew_rate_limiter_ref.scs,slew_rate_limiter.va;tb_slew_rate_limiter_ref.scs,slew_rate_limiter.va;tb_slew_rate_limiter_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_slew_rate_limiter_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_slew_rate_limiter_bugfix/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,evidence-only,historical_bugfix_fixed_only,vbm1_slew_rate_limiter_bugfix,,false,false,false,missing_buggy_fixed_pair;needs_D004_review;missing_prompt_meta_checks_gold_review
vbm1_slew_rate_limiter_dut,slew_rate_limiter,dut,spec-to-va,signal-source,no,,,PASS,PASS,1.0,1.0,slew_rate_limiter.va;tb_slew_rate_limiter_ref.scs,slew_rate_limiter.va;tb_slew_rate_limiter_ref.scs,slew_rate_limiter.va;tb_slew_rate_limiter_ref.scs,slew_rate_limiter.va;tb_slew_rate_limiter_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_slew_rate_limiter_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_slew_rate_limiter_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_slew_rate_limiter_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_slew_rate_limiter_e2e,slew_rate_limiter,e2e,end-to-end,signal-source,no,,,PASS,PASS,1.0,1.0,slew_rate_limiter.va;tb_slew_rate_limiter_ref.scs,slew_rate_limiter.va;tb_slew_rate_limiter_ref.scs,slew_rate_limiter.va;tb_slew_rate_limiter_ref.scs,slew_rate_limiter.va;tb_slew_rate_limiter_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_slew_rate_limiter_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_slew_rate_limiter_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_slew_rate_limiter_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_slew_rate_limiter_tb,slew_rate_limiter,tb,tb-generation,signal-source,no,,,PASS,PASS,1.0,1.0,slew_rate_limiter.va;tb_slew_rate_limiter_ref.scs,slew_rate_limiter.va;tb_slew_rate_limiter_ref.scs,slew_rate_limiter.va;tb_slew_rate_limiter_ref.scs,slew_rate_limiter.va;tb_slew_rate_limiter_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_slew_rate_limiter_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_slew_rate_limiter_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_slew_rate_limiter_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_strongarm_comparator_behavior_bugfix,strongarm_comparator_behavior,bugfix,bugfix,comparator,yes,tasks/bugfix/voltage/comparator/vbm1_strongarm_comparator_behavior_bugfix,,PASS,PASS,1.0,1.0,dut_buggy.va;dut_fixed.va;tb_strongarm_reset_priority_bug_ref.scs,dut_buggy.va;dut_fixed.va;tb_strongarm_reset_priority_bug_ref.scs,dut_buggy.va;dut_fixed.va;tb_strongarm_reset_priority_bug_ref.scs,dut_buggy.va;dut_fixed.va;tb_strongarm_reset_priority_bug_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_strongarm_comparator_behavior_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_strongarm_comparator_behavior_bugfix/staged,has_exact_task_id,,vabench_task,vabench-main-v1,true-bugfix,badcase_available,vbm1_strongarm_comparator_behavior_bugfix,original,true,true,true,
vbm1_strongarm_comparator_behavior_dut,strongarm_comparator_behavior,dut,spec-to-va,comparator,yes,tasks/spec-to-va/voltage/comparator/vbm1_strongarm_comparator_behavior_dut,,PASS,PASS,1.0,1.0,cmp_strongarm.va;tb_cmp_strongarm_ref.scs,cmp_strongarm.va;tb_cmp_strongarm_ref.scs,cmp_strongarm.va;tb_cmp_strongarm_ref.scs,cmp_strongarm.va;tb_cmp_strongarm_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_strongarm_comparator_behavior_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_strongarm_comparator_behavior_dut/staged,has_exact_task_id,,vabench_task,vabench-main-v1,normal,clean,vbm1_strongarm_comparator_behavior_dut,,true,true,false,
vbm1_strongarm_comparator_behavior_e2e,strongarm_comparator_behavior,e2e,end-to-end,comparator,yes,tasks/end-to-end/voltage/comparator/vbm1_strongarm_comparator_behavior_e2e,,PASS,PASS,1.0,1.0,cmp_strongarm.va;tb_cmp_strongarm_ref.scs,cmp_strongarm.va;tb_cmp_strongarm_ref.scs,cmp_strongarm.va;tb_cmp_strongarm_ref.scs,cmp_strongarm.va;tb_cmp_strongarm_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_strongarm_comparator_behavior_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_strongarm_comparator_behavior_e2e/staged,has_exact_task_id,,vabench_task,vabench-main-v1,normal,clean,vbm1_strongarm_comparator_behavior_e2e,,true,true,false,
vbm1_strongarm_comparator_behavior_tb,strongarm_comparator_behavior,tb,tb-generation,comparator,yes,tasks/tb-generation/voltage/comparator/vbm1_strongarm_comparator_behavior_tb,,PASS,PASS,1.0,1.0,cmp_strongarm.va;tb_cmp_strongarm_ref.scs,cmp_strongarm.va;tb_cmp_strongarm_ref.scs,cmp_strongarm.va;tb_cmp_strongarm_ref.scs,cmp_strongarm.va;tb_cmp_strongarm_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_strongarm_comparator_behavior_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_strongarm_comparator_behavior_tb/staged,has_exact_task_id,,vabench_task,vabench-main-v1,normal,clean,vbm1_strongarm_comparator_behavior_tb,,true,true,false,
vbm1_thermometer_dac_bugfix,thermometer_dac,bugfix,bugfix,dac,yes,tasks/bugfix/voltage/dac/vbm1_thermometer_dac_bugfix,,PASS,PASS,1.0,1.0,tb_thermometer_dac_4b_ref.scs;thermometer_dac_4b.va,tb_thermometer_dac_4b_ref.scs;thermometer_dac_4b.va,tb_thermometer_dac_4b_ref.scs;thermometer_dac_4b.va,tb_thermometer_dac_4b_ref.scs;thermometer_dac_4b.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_thermometer_dac_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_thermometer_dac_bugfix/staged,has_exact_task_id,,vabench_task,vabench-main-v1,true-bugfix,reconstructed_badcase,vbm1_thermometer_dac_bugfix,reconstructed,true,true,true,
vbm1_thermometer_dac_dut,thermometer_dac,dut,spec-to-va,dac,no,,vbm1_thermometer_dac_15seg_bugfix:0.29;vbm1_thermometer_dac_bugfix:0.29;dac_ramp_tb:0.25,PASS,PASS,1.0,1.0,tb_thermometer_dac_4b_ref.scs;thermometer_dac_4b.va,tb_thermometer_dac_4b_ref.scs;thermometer_dac_4b.va,tb_thermometer_dac_4b_ref.scs;thermometer_dac_4b.va,tb_thermometer_dac_4b_ref.scs;thermometer_dac_4b.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_thermometer_dac_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_thermometer_dac_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_thermometer_dac_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_thermometer_dac_e2e,thermometer_dac,e2e,end-to-end,dac,no,,vbm1_thermometer_dac_15seg_bugfix:0.29;vbm1_thermometer_dac_bugfix:0.29;dac_ramp_tb:0.25,PASS,PASS,1.0,1.0,tb_thermometer_dac_4b_ref.scs;thermometer_dac_4b.va,tb_thermometer_dac_4b_ref.scs;thermometer_dac_4b.va,tb_thermometer_dac_4b_ref.scs;thermometer_dac_4b.va,tb_thermometer_dac_4b_ref.scs;thermometer_dac_4b.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_thermometer_dac_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_thermometer_dac_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_thermometer_dac_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_thermometer_dac_tb,thermometer_dac,tb,tb-generation,dac,no,,vbm1_thermometer_dac_15seg_bugfix:0.29;vbm1_thermometer_dac_bugfix:0.29;dac_ramp_tb:0.25,PASS,PASS,1.0,1.0,tb_thermometer_dac_4b_ref.scs;thermometer_dac_4b.va,tb_thermometer_dac_4b_ref.scs;thermometer_dac_4b.va,tb_thermometer_dac_4b_ref.scs;thermometer_dac_4b.va,tb_thermometer_dac_4b_ref.scs;thermometer_dac_4b.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_thermometer_dac_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_thermometer_dac_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_thermometer_dac_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_thermometer_decoder_guarded_bugfix,thermometer_decoder_guarded,bugfix,bugfix,dac,yes,tasks/bugfix/voltage/dac/vbm1_thermometer_decoder_guarded_bugfix,,PASS,PASS,1.0,1.0,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_thermometer_decoder_guarded_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_thermometer_decoder_guarded_bugfix/staged,has_exact_task_id,,vabench_task,vabench-main-v1,true-bugfix,reconstructed_badcase,vbm1_thermometer_decoder_guarded_bugfix,reconstructed,true,true,true,
vbm1_thermometer_decoder_guarded_dut,thermometer_decoder_guarded,dut,spec-to-va,dac,no,,vbm1_thermometer_decoder_guarded_bugfix:0.38,PASS,PASS,1.0,1.0,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_thermometer_decoder_guarded_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_thermometer_decoder_guarded_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_thermometer_decoder_guarded_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_thermometer_decoder_guarded_e2e,thermometer_decoder_guarded,e2e,end-to-end,dac,no,,vbm1_thermometer_decoder_guarded_bugfix:0.38,PASS,PASS,1.0,1.0,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_thermometer_decoder_guarded_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_thermometer_decoder_guarded_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_thermometer_decoder_guarded_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_thermometer_decoder_guarded_tb,thermometer_decoder_guarded,tb,tb-generation,dac,no,,vbm1_thermometer_decoder_guarded_bugfix:0.38,PASS,PASS,1.0,1.0,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_thermometer_decoder_guarded_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_thermometer_decoder_guarded_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_thermometer_decoder_guarded_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_track_hold_aperture_bugfix,track_hold_aperture,bugfix,bugfix,sample-hold,yes,tasks/bugfix/voltage/sample-hold/vbm1_track_hold_aperture_bugfix,,PASS,PASS,1.0,1.0,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_track_hold_aperture_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_track_hold_aperture_bugfix/staged,has_exact_task_id,,vabench_task,vabench-main-v1,true-bugfix,reconstructed_badcase,vbm1_track_hold_aperture_bugfix,reconstructed,true,true,true,
vbm1_track_hold_aperture_dut,track_hold_aperture,dut,spec-to-va,sample-hold,no,,vbm1_track_hold_aperture_bugfix:0.38;sample_hold_aperture_tb:0.29;sample_hold_smoke:0.25,PASS,PASS,1.0,1.0,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_track_hold_aperture_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_track_hold_aperture_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_track_hold_aperture_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_track_hold_aperture_e2e,track_hold_aperture,e2e,end-to-end,sample-hold,no,,vbm1_track_hold_aperture_bugfix:0.38;sample_hold_aperture_tb:0.29;sample_hold_smoke:0.25,PASS,PASS,1.0,1.0,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_track_hold_aperture_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_track_hold_aperture_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_track_hold_aperture_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_track_hold_aperture_tb,track_hold_aperture,tb,tb-generation,sample-hold,no,,vbm1_track_hold_aperture_bugfix:0.38;sample_hold_aperture_tb:0.29;sample_hold_smoke:0.25,PASS,PASS,1.0,1.0,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_track_hold_aperture_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_track_hold_aperture_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_track_hold_aperture_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_vco_phase_integrator_bugfix,vco_phase_integrator,bugfix,bugfix,pll-clock,no,,,PASS,PASS,1.0,1.0,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_vco_phase_integrator_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_vco_phase_integrator_bugfix/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,evidence-only,historical_bugfix_fixed_only,vbm1_vco_phase_integrator_bugfix,,false,false,false,missing_buggy_fixed_pair;needs_D004_review;missing_prompt_meta_checks_gold_review
vbm1_vco_phase_integrator_dut,vco_phase_integrator,dut,spec-to-va,pll-clock,no,,,PASS,PASS,1.0,1.0,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_vco_phase_integrator_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_vco_phase_integrator_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_vco_phase_integrator_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_vco_phase_integrator_e2e,vco_phase_integrator,e2e,end-to-end,pll-clock,no,,,PASS,PASS,1.0,1.0,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_vco_phase_integrator_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_vco_phase_integrator_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_vco_phase_integrator_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_vco_phase_integrator_tb,vco_phase_integrator,tb,tb-generation,pll-clock,no,,,PASS,PASS,1.0,1.0,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_vco_phase_integrator_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_vco_phase_integrator_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_vco_phase_integrator_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_voltage_clamp_bugfix,voltage_clamp,bugfix,bugfix,signal-source,no,,,PASS,PASS,1.0,1.0,dut.va;tb_ref.scs,dut.va;tb_ref.scs,dut.va;tb_ref.scs,dut.va;tb_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_voltage_clamp_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_voltage_clamp_bugfix/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,evidence-only,historical_bugfix_fixed_only,vbm1_voltage_clamp_bugfix,,false,false,false,missing_buggy_fixed_pair;needs_D004_review;missing_prompt_meta_checks_gold_review
vbm1_voltage_clamp_dut,voltage_clamp,dut,spec-to-va,signal-source,no,,,PASS,PASS,1.0,1.0,dut.va;tb_ref.scs,dut.va;tb_ref.scs,dut.va;tb_ref.scs,dut.va;tb_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_voltage_clamp_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_voltage_clamp_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_voltage_clamp_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_voltage_clamp_e2e,voltage_clamp,e2e,end-to-end,signal-source,no,,,PASS,PASS,1.0,1.0,dut.va;tb_ref.scs,dut.va;tb_ref.scs,dut.va;tb_ref.scs,dut.va;tb_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_voltage_clamp_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_voltage_clamp_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_voltage_clamp_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_voltage_clamp_tb,voltage_clamp,tb,tb-generation,signal-source,no,,,PASS,PASS,1.0,1.0,dut.va;tb_ref.scs,dut.va;tb_ref.scs,dut.va;tb_ref.scs,dut.va;tb_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_voltage_clamp_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_voltage_clamp_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_voltage_clamp_tb,,true,true,false,missing_prompt_meta_checks_gold_review
